"","PWS.ID","PWS.Name.x","Counties.Served.x","PWS.Type.2015","PWS.Name.y","PWS.Type","Counties.Served.y"
"651","CA1600007","COUTURE FARMS","Kings","Community water system",NA,NA,NA
"652","CA1600008","CENTRAL UNION ELEMENTARY","Kings","Non-Transient non-community system",NA,NA,NA
"653","CA1600048","KETTLEMAN CITY ELEMENTARY","Kings","Non-Transient non-community system",NA,NA,NA
"654","CA3103257","LDS RECREATION BALL PARK","Placer","Transient non-community system",NA,NA,NA
"655","CA4000643","BLACK MOUNTAIN R.V. RESORT","San Luis Obispo","Transient non-community system",NA,NA,NA
"656","CA3900599","SPRING CREEK COUNTRY CLUB","San Joaquin","Transient non-community system",NA,NA,NA
"657","CA2000852","SIX STAR TACKLE BOX TOO","Madera","Transient non-community system",NA,NA,NA
"658","CA2000909","Z FOODS/WATER SYSTEM","Madera","Non-Transient non-community system",NA,NA,NA
"659","CA2000939","BONITA MINI MART - WATER","Madera","Transient non-community system",NA,NA,NA
"660","CA2702566","PREMIUM FRESH FARMS WS","Monterey","Non-Transient non-community system",NA,NA,NA
"661","CA3200063","COPPERCREEK CAMPS, INC.","Plumas","Transient non-community system",NA,NA,NA
"662","CA1310011","COACHELLA VWD: I.D. NO. 11","Imperial","Community water system",NA,NA,NA
"663","CA1503585","WESTERN MILLING WATER SYSTEM","Kern","Transient non-community system",NA,NA,NA
"664","CA1310017","CHP CALEXICO PORT OF ENTRY","Imperial","Non-Transient non-community system",NA,NA,NA
"665","CA1000392","PG&E MARMOT ROCK CAMPGROUND","Fresno","Transient non-community system",NA,NA,NA
"666","CA3400447","OCEAN KING BUILDING (SWS)","Sacramento","Transient non-community system",NA,NA,NA
"667","CA2800548","SILVERADO PINES MOBILE HOME","Napa","Community water system",NA,NA,NA
"668","CA2902376","CAMP AUGUSTA","Nevada","Transient non-community system",NA,NA,NA
"669","CA3100067","LAKE ARTHUR CABINS","Placer","Transient non-community system",NA,NA,NA
"670","CA4300589","MORGAN HILL USD-ENCINAL SCHOOL","Santa Clara","Non-Transient non-community system",NA,NA,NA
"671","CA3200173","WEST END WATER ASSOCIATION","Plumas","Transient non-community system",NA,NA,NA
"672","CA4810018","VACAVILLE SEVENTH DAY ADVENTIST CHURCH","Solano","Non-Transient non-community system",NA,NA,NA
"673","CA0300064","AMADOR CHRISTIAN CENTER","Amador","Transient non-community system",NA,NA,NA
"674","CA3901324","SUBWAY SANDWICHES WATER SYS","San Joaquin","Transient non-community system",NA,NA,NA
"675","CA3901479","PG&E: MANTECA SERVICE CENTER","San Joaquin","Non-Transient non-community system",NA,NA,NA
"676","CA3910029","OAKWOOD LAKE MOBILE HOME PARK","San Joaquin","Community water system",NA,NA,NA
"677","CA3103260","ROBINSON FLAT","Placer","Transient non-community system",NA,NA,NA
"678","CA4500136","KLUB KLONDIKE","Shasta","Transient non-community system",NA,NA,NA
"679","CA4500138","PONDEROSA PINES BAR & GRILL","Shasta","Transient non-community system",NA,NA,NA
"680","CA1500521","BOULDER CANYON WATER ASSOCIATION","Kern","Community water system",NA,NA,NA
"681","CA1700552","HILL NINE AND TEN","Lake","Community water system",NA,NA,NA
"682","CA1700542","BRANDING IRON MUTUAL","Lake","Community water system",NA,NA,NA
"683","CA4110028","PILLAR RIDGE MHP (FORMER EL GRANADA MHP)","San Mateo","Community water system",NA,NA,NA
"684","CA2600557","TIOGA PASS RESORT","Mono","Transient non-community system",NA,NA,NA
"685","CA2600559","GREEN CREEK CAMPGROUND","Mono","Transient non-community system",NA,NA,NA
"686","CA1700735","HAVY'S RESTAURANT","Lake","Transient non-community system",NA,NA,NA
"687","CA4410302","CSP - CASTLE ROCK","Santa Cruz","Transient non-community system",NA,NA,NA
"688","CA4410301","CSP - BIG BASIN STATE PARK","Santa Cruz","Community water system",NA,NA,NA
"689","CA1502724","QUAIL VALLEY WATER DIST-EASTSIDE SYSTEM","Kern","Community water system",NA,NA,NA
"690","CA2710706","CAMP ROBERTS WELL 6A","Monterey","Transient non-community system",NA,NA,NA
"691","CA2400168","FIORINI RANCH","Merced","Transient non-community system",NA,NA,NA
"692","CA5000138","EL RINCON & YOSEMITE HACIENDA MARKET","Stanislaus","Transient non-community system",NA,NA,NA
"693","CA5000238","SUN DRY PRODUCTS-WATER","Stanislaus","Transient non-community system",NA,NA,NA
"694","CA1000512","FRESNO LOGISTICS","Fresno","Non-Transient non-community system",NA,NA,NA
"695","CA4300715","TWIN CREEKS PROPERTIES","Santa Clara","Community water system",NA,NA,NA
"696","CA3301122","LISA J MAILS ELEM SCHOOL- WATER","Riverside","Non-Transient non-community system",NA,NA,NA
"697","CA3302027","EMPIRE POLO CLUB *OOB*","Riverside","Transient non-community system",NA,NA,NA
"698","CA3500526","ARNOLD PARK (O BANNON S MHP)","San Benito","Community water system",NA,NA,NA
"699","CA1503673","LEHR BROS WATER SYSTEM","Kern","Non-Transient non-community system",NA,NA,NA
"700","CA5105006","YUBA CITY USD TRANSPORTATION YARD","Sutter","Non-Transient non-community system",NA,NA,NA
"701","CA5100150","CENTRAL GAITHER SCHOOL","Sutter","Non-Transient non-community system",NA,NA,NA
"702","CA4901391","EVERETT RIDGE WINERY","Sonoma","Transient non-community system",NA,NA,NA
"703","CA3600322","NPS - MID HILLS","San Bernardino","Transient non-community system",NA,NA,NA
"704","CA5603302","LLOYD-BUTLER MUTUAL WATER COMPANY","Ventura","Community water system",NA,NA,NA
"705","CA1502549","POPLAR AVENUE COMMUNITY","Kern","Community water system",NA,NA,NA
"706","CA5400761","LAKE ELOWIN RESORT","Tulare","Transient non-community system",NA,NA,NA
"707","CA3200162","TAYLORSVILLE CAMPGROUND","Plumas","Transient non-community system",NA,NA,NA
"708","CA3200180","CROCKER SPRINGS RV PARK","Plumas","Transient non-community system",NA,NA,NA
"709","CA3200208","Red Barn MHP","Plumas","Transient non-community system",NA,NA,NA
"710","CA4900815","PALMS INN","Sonoma","Non-Transient non-community system",NA,NA,NA
"711","CA1206009","MATTOLE CAMPGROUND BLM","Humboldt","Transient non-community system",NA,NA,NA
"712","CA3210008","EAST QUINCY SERVICES DISTRICT","Plumas","Community water system",NA,NA,NA
"713","CA5403149","RANCHO LOPEZ","Tulare","Community water system",NA,NA,NA
"714","CA5403157","ROBERT JACKSON HOME/BED & BREAKFAST","Tulare","Transient non-community system",NA,NA,NA
"715","CA5400699","KAWEAH HIGH SCHOOL","Tulare","Non-Transient non-community system",NA,NA,NA
"716","CA2400233","GONZALES FOOD FACILITY","Merced","Transient non-community system",NA,NA,NA
"717","CA2400215","STEVINSON RANCH COTTAGES","Merced","Transient non-community system",NA,NA,NA
"718","CA2400176","ST. PAUL LUTHERAN DAY CARE","Merced","Non-Transient non-community system",NA,NA,NA
"719","CA5400651","BEVERLY GRAND MUTUAL WATER","Tulare","Community water system",NA,NA,NA
"720","CA2701057","FOLETTA RD WS #01","Monterey","Transient non-community system",NA,NA,NA
"721","CA0500100","BURSON DONUT","Calaveras","Transient non-community system",NA,NA,NA
"722","CA5403071","THREE RIVERS CHEVRON","Tulare","Transient non-community system",NA,NA,NA
"723","CA5403014","THREE RIVERS LIONS CLUB","Tulare","Transient non-community system",NA,NA,NA
"724","CA4800511","COLLINSVILLE WATER WORKS","Solano","Community water system",NA,NA,NA
"725","CA5401022","THREE RIVERS GOLF COURSE","Tulare","Transient non-community system",NA,NA,NA
"726","CA1502244","SEMI TROPIC SCHOOL WATER SYSTEM","Kern","Non-Transient non-community system",NA,NA,NA
"727","CA2701869","JENSEN RD WS #01","Monterey","Non-Transient non-community system",NA,NA,NA
"728","CA2702564","PACIFIC VALLEY STATION WS","Monterey","Transient non-community system",NA,NA,NA
"729","CA0500101","ANGELS ARM WATER PLANT","Calaveras","Transient non-community system",NA,NA,NA
"730","CA2702250","PICO BLANCO BOY SCOUT CAMP WS","Monterey","Transient non-community system",NA,NA,NA
"731","CA2702553","STONE CREEK VILLAGE WS","Monterey","Transient non-community system",NA,NA,NA
"732","CA1000494","HARVEST MISSIONARY BAPTIST CHURCH","Fresno","Transient non-community system",NA,NA,NA
"733","CA2702354","PRIEST VALLEY STORE WS","Monterey","Transient non-community system",NA,NA,NA
"734","CA2702382","LA TAPATIA TAQUERIA WS","Monterey","Transient non-community system",NA,NA,NA
"735","CA2000227","A & J WATER","Madera","Transient non-community system",NA,NA,NA
"736","CA4200647","COMMUNITY CHRISTIAN SCHOOL","Santa Barbara","Non-Transient non-community system",NA,NA,NA
"737","CA5510502","YOSEMITE NPS-GLEN AULIN","Tuolumne","Transient non-community system",NA,NA,NA
"738","CA2210500","YOSEMITE NPS-MAY LAKE CAMP","Mariposa","Transient non-community system",NA,NA,NA
"739","CA2210518","YOSEMITE NPS - VERNAL FALLS","Mariposa","Transient non-community system",NA,NA,NA
"740","CA2210509","YOSEMITE NPS-VOGELSANG","Mariposa","Transient non-community system",NA,NA,NA
"741","CA2210505","YOSEMITE NPS-SUNRISE HI","Mariposa","Transient non-community system",NA,NA,NA
"742","CA2210504","YOSEMITE NPS-MERCED LAKE CAMP","Mariposa","Transient non-community system",NA,NA,NA
"743","CA5403202","SALLY TRACH WATER SYSTEM","Tulare","Community water system",NA,NA,NA
"744","CA5401053","ACID","Tulare","Transient non-community system",NA,NA,NA
"745","CA5402055","SEQUOIA HEIGHTS CAMPGROUND","Tulare","Transient non-community system",NA,NA,NA
"746","CA3710801","MCCAIN VALLEY CC #21","San Diego","Community water system",NA,NA,NA
"747","CA3301469","DESERT CENTER MINI MART INC","Riverside","Transient non-community system",NA,NA,NA
"748","CA2000514","WAGON WHEEL SUPER MARKET","Madera","Transient non-community system",NA,NA,NA
"749","CA4200700","INDIGO SYSTEMS","Santa Barbara","Non-Transient non-community system",NA,NA,NA
"750","CA2900088","SHINNEYBOO CREEK CABINS","Nevada","Transient non-community system",NA,NA,NA
"751","CA4000201","FIRST BAPTIST CHURCH","San Luis Obispo","Non-Transient non-community system",NA,NA,NA
"752","CA4000207","CLEARWATER NURSERY","San Luis Obispo","Non-Transient non-community system",NA,NA,NA
"753","CA0910010","PLACERVILLE, CITY OF - SIERRA GOLF & CC","El Dorado","Community water system",NA,NA,NA
"754","CA3301732","TEQUILA MARKET","Riverside","Transient non-community system",NA,NA,NA
"755","CA3301584","ROBERTSON HOME FOR BOYS","Riverside","Transient non-community system",NA,NA,NA
"756","CA3301989","ALAMO DISCOUNT STORE","Riverside","Transient non-community system",NA,NA,NA
"757","CA4200661","BEVERLY FABRICS","Santa Barbara","Non-Transient non-community system",NA,NA,NA
"758","CA3301027","BAGDASARIAN 1 & 2","Riverside","Transient non-community system",NA,NA,NA
"759","CA3301526","RAGSDALE WATER","Riverside","Transient non-community system",NA,NA,NA
"760","CA2701575","BUENA VISTA CENTER WS","Monterey","Transient non-community system",NA,NA,NA
"761","CA4000804","TRUMPET VINE CATERING","San Luis Obispo","Transient non-community system",NA,NA,NA
"762","CA3700016","RD S LOG CABIN","San Diego","Transient non-community system",NA,NA,NA
"763","CA3700031","SUNSHINE SUMMIT GENERAL STORE","San Diego","Transient non-community system",NA,NA,NA
"764","CA3700033","IRON DOOR","San Diego","Transient non-community system",NA,NA,NA
"765","CA3500551","Live Oak Water Association","","Community water system",NA,NA,NA
"766","CA1502664","STONYBROOK CORPORATION - LA PAZ","Kern","Non-Transient non-community system",NA,NA,NA
"767","CA2000949","SUMNER PECK RANCH INC FRUITSTAND","Madera","Transient non-community system",NA,NA,NA
"768","CA2000854","NEWLAND COUNTRY STORE","Madera","Transient non-community system",NA,NA,NA
"769","CA4200946","RANCHO LA VINA WINERY","Santa Barbara","Transient non-community system",NA,NA,NA
"770","CA3701218","SUMMIT ESTATES MUTUAL WATER CO.","San Diego","Transient non-community system",NA,NA,NA
"771","CA2800109","PALMAZ VINEYARDS","Napa","Transient non-community system",NA,NA,NA
"772","CA2800031","SIGNORELLO WINERY","Napa","Transient non-community system",NA,NA,NA
"773","CA2800022","CADE WINERY","Napa","Transient non-community system",NA,NA,NA
"774","CA2800011","DANA ESTATES","Napa","Transient non-community system",NA,NA,NA
"775","CA3600140","JUNIPER MWC","San Bernardino","Transient non-community system",NA,NA,NA
"776","CA3600132","LAKEVIEW WATER CO","San Bernardino","Transient non-community system",NA,NA,NA
"777","CA3600111","GREEN ACRES EST IMP ASSOC","San Bernardino","Transient non-community system",NA,NA,NA
"778","CA2800029","AUGUST BRIGGS WINERY","Napa","Transient non-community system",NA,NA,NA
"779","CA2000382","REDS MEADOW RESORT","Madera","Transient non-community system",NA,NA,NA
"780","CA0300679","JACKSON VALLEY ENERGY PARTNERS","Amador","Non-Transient non-community system",NA,NA,NA
"781","CA3601046","SHADID WATER SYSTEMS","San Bernardino","Transient non-community system",NA,NA,NA
"782","CA3601034","VISTA WATER COMPANY","San Bernardino","Transient non-community system",NA,NA,NA
"783","CA3601029","LAKE  WAINANI OWNERS ASSOC","San Bernardino","Transient non-community system",NA,NA,NA
"784","CA3600335","ALPINE WATER SYSTEM","San Bernardino","Transient non-community system",NA,NA,NA
"785","CA3600298","STODDARD VALLEY MWC","San Bernardino","Transient non-community system",NA,NA,NA
"786","CA3600124","HINKLEY HOA","San Bernardino","Transient non-community system",NA,NA,NA
"787","CA3902184","WOODSIDE INVESTMENTS INC DBA MICHAEL & C","San Joaquin","Non-Transient non-community system",NA,NA,NA
"788","CA2802715","NORMAN ALUMBAUGH CO., INC.","Napa","Transient non-community system",NA,NA,NA
"789","CA4000639","BLUE SKY WATER ASSOCIATION","San Luis Obispo","Transient non-community system",NA,NA,NA
"790","CA4000635","SAN LUIS WATER & POWER","San Luis Obispo","Transient non-community system",NA,NA,NA
"791","CA4000608","MESA MUTUAL WATER COMPANY","San Luis Obispo","Transient non-community system",NA,NA,NA
"792","CA4200511","CASMITE CORPORATION","Santa Barbara","Transient non-community system",NA,NA,NA
"793","CA4000658","SWEET SPRINGS MOBILE PARK","San Luis Obispo","Transient non-community system",NA,NA,NA
"794","CA0409182","TUSCAN RIDGE","Butte","Transient non-community system",NA,NA,NA
"795","CA5000390","COLLINS ROAD MARKET","Stanislaus","Transient non-community system",NA,NA,NA
"796","CA5000003","LEDBETTER WATER SYSTEM","Stanislaus","Transient non-community system",NA,NA,NA
"797","CA4500074","GOTCHA CREEK MOBILEHOME PARK","Shasta","Transient non-community system",NA,NA,NA
"798","CA4500242","COUNTRY ESTATES MUTUAL WATER CO.","Shasta","Transient non-community system",NA,NA,NA
"799","CA4500226","RIVER COVE MHP","Shasta","Transient non-community system",NA,NA,NA
"800","CA3701008","RANCHO TRES CEDROS INC","San Diego","Transient non-community system",NA,NA,NA
"801","CA3701006","ROCKCREST WATER SERVICE INC","San Diego","Transient non-community system",NA,NA,NA
"802","CA4500069","CRYSTAL CASSEL MOBILE HOME PARK - INACTI","Shasta","Transient non-community system",NA,NA,NA
"803","CA4000505","NUNES WATER COMPANY","San Luis Obispo","Transient non-community system",NA,NA,NA
"804","CA5000258","FARMER'S CATFISH HOUSE","Stanislaus","Transient non-community system",NA,NA,NA
"805","CA5000098","BAUCUM S COURT","Stanislaus","Transient non-community system",NA,NA,NA
"806","CA2800028","VINEYARD 7 & 8","Napa","Transient non-community system",NA,NA,NA
"807","CA2800017","STAGLIN FAMILY VINEYARDS","Napa","Transient non-community system",NA,NA,NA
"808","CA2801045","ST. CLEMENT VINEYARDS INC.","Napa","Transient non-community system",NA,NA,NA
"809","CA3200010","ALUME INC.","Plumas","Transient non-community system",NA,NA,NA
"810","CA2800632","CANNON PARK WATER CO.","Napa","Transient non-community system",NA,NA,NA
"811","CA1900534","JACKIE ROBINSON COUNTY PARK","Los Angeles","Transient non-community system",NA,NA,NA
"812","CA0901281","30 MILESTONE TRACT #1","El Dorado","Transient non-community system",NA,NA,NA
"813","CA1900664","SKY TERRACE MOBILE HOME PARK","Los Angeles","Community water system",NA,NA,NA
"814","CA1900658","ACTON REHAB CENTER","Los Angeles","Community water system",NA,NA,NA
"815","CA1900127","MOUNT WATERMAN SKI RESORT","Los Angeles","Transient non-community system",NA,NA,NA
"816","CA1400048","TINNEMAHA CAMPGROUND","Inyo","Transient non-community system",NA,NA,NA
"817","CA0400119","HEGAN LANE PARTNERSHIP","Butte","Non-Transient non-community system",NA,NA,NA
"818","CA2800734","WOODLOT ASSOC.,INC.","Napa","Transient non-community system",NA,NA,NA
"819","CA2000917","CRYSTAL FALLS INN","Madera","Transient non-community system",NA,NA,NA
"820","CA2000327","TIA RITA S","Madera","Transient non-community system",NA,NA,NA
"821","CA5403069","FRANZIA-TULARE WINERY","Tulare","Transient non-community system",NA,NA,NA
"822","CA2800724","MAPES HEIGHTS MUTUAL WATER CO","Napa","Transient non-community system",NA,NA,NA
"823","CA3702318","MAGGIE S PLACE","San Diego","Transient non-community system",NA,NA,NA
"824","CA3303041","MONTANO RANCH","Riverside","Transient non-community system",NA,NA,NA
"825","CA2800108","ROUND POND ESTATE WINERY LLC","Napa","Transient non-community system",NA,NA,NA
"826","CA2800038","VINEYARD 29","Napa","Transient non-community system",NA,NA,NA
"827","CA2701824","CABIN OWNERS ASSN WS","Monterey","Transient non-community system",NA,NA,NA
"828","CA2700843","BLACKIE ROAD WATER SYSTEM #6","Monterey","Transient non-community system",NA,NA,NA
"829","CA1300611","SHUEY SHELL CANYON WATER CO.","Imperial","Transient non-community system",NA,NA,NA
"830","CA5403158","EAST VANDALIA WC - WEST","Tulare","Community water system",NA,NA,NA
"831","CA2400319","OASIS MARKET AND LIQUOR","Merced","Transient non-community system",NA,NA,NA
"832","CA0300098","NINE GABLES","Amador","Transient non-community system",NA,NA,NA
"833","CA3901453","TSI TRANS SYSTEM INC","San Joaquin","Transient non-community system",NA,NA,NA
"834","CA2400311","JV PRODUCTS","Merced","Transient non-community system",NA,NA,NA
"835","CA2400308","DOS PALOS CHEVRON","Merced","Transient non-community system",NA,NA,NA
"836","CA2400306","COUNTRY MARKET","Merced","Transient non-community system",NA,NA,NA
"837","CA2400303","APPLEGATE MARKET","Merced","Transient non-community system",NA,NA,NA
"838","CA2400228","ANDERSON NUT COMPANY","Merced","Transient non-community system",NA,NA,NA
"839","CA2800019","MARCIANO WINERY","Napa","Transient non-community system",NA,NA,NA
"840","CA2803137","MUCHO DINERO AQUA CIA WATER","Napa","Transient non-community system",NA,NA,NA
"841","CA2800113","PICKETT ROAD WINE COMPANY","Napa","Non-Transient non-community system",NA,NA,NA
"842","CA3400399","KUHN WATER SYSTEM","Sacramento","Transient non-community system",NA,NA,NA
"843","CA3303085","HITS, INC. - OOB","Riverside","Transient non-community system",NA,NA,NA
"844","CA2702440","BARLOCKER RUSTLING OAKS RANCH WS","Monterey","Transient non-community system",NA,NA,NA
"845","CA4200959","CENTRAL CITY COOLING","Santa Barbara","Non-Transient non-community system",NA,NA,NA
"846","CA4000772","NEWSOM SPRINGS MUTUAL WATER CO","San Luis Obispo","Transient non-community system",NA,NA,NA
"847","CA3301566","LAKE CAHUILLA COUNTY PARK","Riverside","Transient non-community system",NA,NA,NA
"848","CA5400580","ALTA VISTA M H P","Tulare","Community water system",NA,NA,NA
"849","CA5400546","LOPEZ LABOR CAMP","Tulare","Transient non-community system",NA,NA,NA
"850","CA2400047","TOWN FROSTY","Merced","Transient non-community system",NA,NA,NA
"851","CA4000820","KUKKULA INC","San Luis Obispo","Transient non-community system",NA,NA,NA
"852","CA2000665","SHERMAN THOMAS ENTERPRISES","Madera","Transient non-community system",NA,NA,NA
"853","CA3301936","RANCHO JURUPA-RIV.COUNTY PARKS","Riverside","Transient non-community system",NA,NA,NA
"854","CA2702199","THE CHURCH OF GOD - SALINAS WS","Monterey","Transient non-community system",NA,NA,NA
"855","CA3601092","MID HILLS","San Bernardino","Transient non-community system",NA,NA,NA
"856","CA3601091","HOLE-IN-THE-WALL-CAMPGROUND","San Bernardino","Transient non-community system",NA,NA,NA
"857","CA3600389","SUNRISE MHP","San Bernardino","Transient non-community system",NA,NA,NA
"858","CA0900403","EDCOE OBSERVATORY","El Dorado","Transient non-community system",NA,NA,NA
"859","CA3700213","PALOMAR ARTESIAN SPRINGS-SYS 6","San Diego","Transient non-community system",NA,NA,NA
"860","CA2800749","KENT RASMUSSEN WINERY","Napa","Transient non-community system",NA,NA,NA
"861","CA2800719","MUND S MOBILE HOME PARK","Napa","Transient non-community system",NA,NA,NA
"862","CA3301696","UPPER SAN JUAN CAMPGROUND-USFS","Riverside","Transient non-community system",NA,NA,NA
"863","CA3301677","SUNLIGHT BOWLING CENTER","Riverside","Transient non-community system",NA,NA,NA
"864","CA3301888","KONO RANCH #2","Riverside","Transient non-community system",NA,NA,NA
"865","CA3600063","CAMP ANGELUS TR LAND ASSN","San Bernardino","Transient non-community system",NA,NA,NA
"866","CA2000643","FRUTEC/GRAPECO-CLOSED","Madera","Community water system",NA,NA,NA
"867","CA1400151","GUS' WATER","Inyo","Transient non-community system",NA,NA,NA
